,b,b_std
django__django-11451,-1.9583935737609863,0.22467628
django__django-11477,5.697613716125488,0.72033983
django__django-11490,0.9495981335639954,0.23409383
django__django-11532,0.5299570560455322,0.2297801
django__django-11551,-3.335329532623291,0.3622321
django__django-11555,0.881421685218811,0.21169296
django__django-11603,-4.389563083648682,0.46226785
django__django-11728,3.0610511302948,0.34860128
django__django-11734,5.232438087463379,0.5741648
django__django-11740,-0.2866056561470032,0.21458031
django__django-11749,-1.3306310176849365,0.21995288
django__django-11790,1.978882074356079,0.23166972
django__django-11815,-0.9214978218078613,0.22577249
django__django-11820,6.536668300628662,0.9243954
django__django-11848,1.3937888145446777,0.22463907
django__django-11880,-4.522747039794922,0.43971157
django__django-11885,3.525336980819702,0.41894257
django__django-11951,-2.28855299949646,0.2648325
django__django-11964,1.506831169128418,0.21287921
django__django-11999,-2.4150259494781494,0.29645473
django__django-12039,-0.2735675871372223,0.21652932
django__django-12050,-3.0190742015838623,0.37799466
django__django-12125,0.42122796177864075,0.20966825
django__django-12143,-4.526087760925293,0.4742885
django__django-12155,-5.319608211517334,0.57255256
django__django-12193,-0.21393555402755737,0.20917562
django__django-12209,-2.3803064823150635,0.25749236
django__django-12262,-0.7301152944564819,0.22360794
django__django-12273,3.0492427349090576,0.30451575
django__django-12276,-2.8740084171295166,0.34269845
django__django-12304,-0.6920332908630371,0.25707987
django__django-12308,2.4984004497528076,0.2551158
django__django-12325,2.908348560333252,0.24491379
django__django-12406,11.431550979614258,1.0072668
django__django-12419,-3.582698345184326,0.48517624
django__django-12663,0.7182503342628479,0.18731076
django__django-12708,-1.0433059930801392,0.25388104
django__django-12713,-2.352264881134033,0.36861587
django__django-12741,-1.093456745147705,0.29367292
django__django-12754,0.7806397080421448,0.1630367
django__django-12774,0.5531160831451416,0.17094529
django__django-12858,-0.8928676843643188,0.24096288
django__django-12965,0.9832916855812073,0.22518416
django__django-13012,-0.8508073091506958,0.19364825
django__django-13023,0.4860568046569824,0.2589724
django__django-13028,-1.939990758895874,0.22437677
django__django-13033,-0.244919553399086,0.19669776
django__django-13089,-4.36961030960083,0.4287139
django__django-13109,-4.620850086212158,0.4113211
django__django-13112,0.9291459321975708,0.23662968
django__django-13121,0.38968271017074585,0.2826808
django__django-13128,0.7284571528434753,0.23916312
django__django-13158,-0.1483115702867508,0.21478769
django__django-13195,5.6077775955200195,0.7280092
django__django-13212,10.638795852661133,2.4301665
django__django-13279,-0.7456441521644592,0.22599757
django__django-13297,0.39273613691329956,0.21180797
django__django-13315,-0.6051241755485535,0.22741126
django__django-13343,-1.2955127954483032,0.2728303
django__django-13344,4.630160331726074,0.58237153
django__django-13346,0.6853870749473572,0.21445283
django__django-13363,-3.5405447483062744,0.41606268
django__django-13401,-0.9698354005813599,0.2519389
django__django-13406,0.35435202717781067,0.18877828
django__django-13410,-3.7813119888305664,0.3868535
django__django-13417,-2.373274087905884,0.29696345
django__django-13449,-0.13683299720287323,0.26845166
django__django-13512,1.4092316627502441,0.23713738
django__django-13513,10.915735244750977,2.6893632
django__django-13516,-2.7685654163360596,0.27449512
django__django-13551,0.6499115228652954,0.21501938
django__django-13568,0.8102204203605652,0.2164171
django__django-13569,-1.4188395738601685,0.24731061
django__django-13590,-1.313196063041687,0.2573189
django__django-13658,-5.839478492736816,0.7082957
django__django-13670,-3.4704458713531494,0.42457318
django__django-13741,-4.292811393737793,0.42385933
django__django-13786,-3.2214226722717285,0.38514104
django__django-13794,4.101353168487549,0.41318643
django__django-13807,1.3983237743377686,0.21568945
django__django-13809,-1.8063820600509644,0.2324875
django__django-13810,-1.4467365741729736,0.21042499
django__django-13820,-3.8012020587921143,0.38584602
django__django-13821,-2.841608762741089,0.3641824
django__django-13837,-1.646461844444275,0.2319258
django__django-13925,0.7260434627532959,0.20819682
django__django-13933,-2.487873077392578,0.29282546
django__django-13964,-0.08579191565513611,0.22072482
django__django-14007,-0.5336626768112183,0.25545368
django__django-14011,11.018078804016113,2.0217364
django__django-14017,-0.7974047660827637,0.21766025
django__django-14034,11.061338424682617,2.5636425
django__django-14053,-1.7503175735473633,0.2302033
django__django-14089,-4.419010162353516,0.51179826
django__django-14122,-0.40038418769836426,0.20964533
django__django-14140,1.8173670768737793,0.25713745
django__django-14155,10.777338027954102,2.604653
django__django-14170,5.150531768798828,0.32485467
django__django-14238,-2.3335819244384766,0.27289745
django__django-14311,0.4282014071941376,0.19860873
django__django-14315,5.150527000427246,0.7094275
django__django-14349,-2.665438413619995,0.24472
django__django-14351,0.9843255877494812,0.21078119
django__django-14373,-5.853731632232666,0.61575365
django__django-14376,2.265699625015259,0.2707498
django__django-14404,1.866380214691162,0.20513895
django__django-14434,-1.3295189142227173,0.22944783
django__django-14493,-2.165837049484253,0.25394702
django__django-14500,-1.1525360345840454,0.28811157
django__django-14534,3.539293050765991,0.28293252
django__django-14539,-1.9080018997192383,0.2458244
django__django-14559,-1.212433099746704,0.22411978
django__django-14580,0.2751941978931427,0.22643048
django__django-14608,-1.4522764682769775,0.22809047
django__django-14631,1.1125303506851196,0.20886557
django__django-14672,-3.2645435333251953,0.28593826
django__django-14725,3.8992598056793213,0.4007321
django__django-14752,-4.268684387207031,0.58793646
django__django-14765,-3.8604137897491455,0.31352967
django__django-14771,0.3018820881843567,0.24051948
django__django-14787,-2.0843405723571777,0.2562107
django__django-14792,6.416872024536133,0.94829285
django__django-14855,-4.768636703491211,0.5645268
django__django-14915,-3.9394242763519287,0.4849409
django__django-14999,-0.6568195223808289,0.19837426
django__django-15022,-0.2626267671585083,0.19480945
django__django-15037,0.24603526294231415,0.23778528
django__django-15098,5.5788116455078125,0.853175
django__django-15103,-1.3951044082641602,0.24478115
django__django-15104,-5.036097049713135,0.61538464
django__django-15127,2.135260820388794,0.28874898
django__django-15128,0.2220892310142517,0.21637936
django__django-15161,0.3023005723953247,0.25229374
django__django-15252,6.611898899078369,0.83105606
django__django-15268,0.5448194146156311,0.24292374
django__django-15277,-4.114431858062744,0.55847013
django__django-15278,-2.033827304840088,0.31248218
django__django-15280,3.3597586154937744,0.3199399
django__django-15315,-2.78277850151062,0.2899782
django__django-15368,-3.900459051132202,0.4435284
django__django-15375,0.7868732810020447,0.19032577
django__django-15380,-1.5605589151382446,0.2934746
django__django-15382,-0.7473436594009399,0.23064002
django__django-15467,-5.0698699951171875,0.65237224
django__django-15499,-2.564743995666504,0.35796845
django__django-15503,2.653672218322754,0.30323544
django__django-15525,-0.4079010486602783,0.22052333
django__django-15554,2.4891762733459473,0.27541298
django__django-15561,-1.7770591974258423,0.2258883
django__django-15563,3.128683567047119,0.25250807
django__django-15569,-3.837489128112793,0.3537973
django__django-15572,-1.6569557189941406,0.27831313
django__django-15629,10.963231086730957,2.8351288
django__django-15695,3.4829020500183105,0.31265163
django__django-15731,-3.2661263942718506,0.42012626
django__django-15732,2.795888900756836,0.31057397
django__django-15741,-2.7017619609832764,0.3798628
django__django-15814,-1.3529518842697144,0.25513214
django__django-15851,-3.231405258178711,0.37847394
django__django-15863,-2.047891616821289,0.29358536
django__django-15916,1.8674465417861938,0.25475776
django__django-15930,-0.36507368087768555,0.27450383
django__django-15957,3.7900900840759277,0.4537154
django__django-15973,4.250727653503418,0.39011145
django__django-15987,-0.9705857634544373,0.23946366
django__django-16032,-0.04378679767251015,0.20167066
django__django-16082,-1.0046229362487793,0.20469335
django__django-16100,-1.336189866065979,0.20143509
django__django-16116,-2.1071219444274902,0.27580267
django__django-16136,-1.5228008031845093,0.27280524
django__django-16139,-4.263613700866699,0.44545445
django__django-16145,-2.7502520084381104,0.27944046
django__django-16255,-5.118930816650391,0.6373959
django__django-16256,4.822344779968262,0.624414
django__django-16263,11.159640312194824,2.4933076
django__django-16315,1.0197445154190063,0.20972796
django__django-16333,-3.8105740547180176,0.51226574
django__django-16429,-4.384339809417725,0.43347177
django__django-16454,1.9142078161239624,0.25536856
django__django-16485,-3.2659778594970703,0.35753345
django__django-16493,-3.103132724761963,0.32129943
django__django-16502,11.186665534973145,1.0934786
django__django-16527,-5.1986260414123535,0.5228084
django__django-16560,1.4640514850616455,0.2116561
django__django-16569,-5.4156646728515625,0.6250538
django__django-16595,-3.5724222660064697,0.4298639
django__django-16612,-2.5669219493865967,0.31329393
django__django-16631,10.866961479187012,2.1138003
django__django-16642,-0.2545827031135559,0.22594981
django__django-16661,-0.11413101106882095,0.27795845
django__django-16662,-2.5052545070648193,0.21239056
django__django-16667,10.965266227722168,2.6554332
django__django-16801,-4.101205348968506,0.36277425
django__django-16819,-1.8204455375671387,0.2424467
django__django-16877,0.4253101348876953,0.21641423
django__django-16899,-1.8217412233352661,0.27242696
django__django-16901,-1.5184763669967651,0.22369206
django__django-16938,2.144742012023926,0.2053499
django__django-16950,2.612971305847168,0.2788792
django__django-17029,-4.353618144989014,0.5061138
django__django-17084,1.0355050563812256,0.25161114
django__django-17087,-0.911546528339386,0.19359174
django__django-7530,-2.4461631774902344,0.30908564
django__django-9296,-4.676004886627197,0.5418649
matplotlib__matplotlib-13989,-1.7744755744934082,0.25397503
matplotlib__matplotlib-14623,0.5020625591278076,0.23920675
matplotlib__matplotlib-20488,1.8271597623825073,0.25277
matplotlib__matplotlib-20676,2.7047064304351807,0.24043512
matplotlib__matplotlib-20826,1.3734769821166992,0.23525424
matplotlib__matplotlib-20859,-1.4231834411621094,0.23830584
matplotlib__matplotlib-21568,6.481451511383057,1.0086793
matplotlib__matplotlib-22719,-3.842729330062866,0.35136163
matplotlib__matplotlib-22865,0.821112334728241,0.2229976
matplotlib__matplotlib-22871,1.0612218379974365,0.2759158
matplotlib__matplotlib-23299,4.410623550415039,0.43389052
matplotlib__matplotlib-23314,-1.4032984972000122,0.27653491
matplotlib__matplotlib-23412,-2.039397954940796,0.28040048
matplotlib__matplotlib-23476,5.462592124938965,0.5947184
matplotlib__matplotlib-24026,-1.7365282773971558,0.2833692
matplotlib__matplotlib-24149,-1.7574890851974487,0.20841539
matplotlib__matplotlib-24177,3.4691429138183594,0.31423777
matplotlib__matplotlib-24570,-1.1537470817565918,0.21993497
matplotlib__matplotlib-24627,-0.37406089901924133,0.25284278
matplotlib__matplotlib-24637,-0.3287560045719147,0.22250175
matplotlib__matplotlib-24870,5.080344200134277,0.65085876
matplotlib__matplotlib-24970,-2.2176361083984375,0.2755089
matplotlib__matplotlib-25122,-2.7896955013275146,0.341462
matplotlib__matplotlib-25287,-2.374922752380371,0.2801723
matplotlib__matplotlib-25311,0.07087569683790207,0.2213905
matplotlib__matplotlib-25332,0.016969816759228706,0.24302204
matplotlib__matplotlib-25479,11.033158302307129,2.2777252
matplotlib__matplotlib-25775,0.5713810920715332,0.19107261
matplotlib__matplotlib-25960,3.556492567062378,0.35012352
matplotlib__matplotlib-26113,-2.906097173690796,0.3177415
matplotlib__matplotlib-26208,5.6496758460998535,0.6261033
matplotlib__matplotlib-26291,0.0629882887005806,0.22821245
matplotlib__matplotlib-26342,-1.7928701639175415,0.28068915
matplotlib__matplotlib-26466,10.731398582458496,2.7587943
mwaskom__seaborn-3069,1.3103874921798706,0.25331396
mwaskom__seaborn-3187,4.307907581329346,0.40505058
pallets__flask-5014,-3.9973645210266113,0.44623908
psf__requests-1142,0.0689355880022049,0.23392811
psf__requests-1724,-0.733453631401062,0.24025968
psf__requests-1766,-1.3769681453704834,0.17097229
psf__requests-1921,-0.20240962505340576,0.22827737
psf__requests-2317,-0.6291502118110657,0.27975455
psf__requests-2931,1.159123182296753,0.25496426
psf__requests-5414,-0.18538902699947357,0.22972742
psf__requests-6028,4.1478047370910645,0.37147105
pydata__xarray-2905,-0.4391638934612274,0.23382904
pydata__xarray-3095,-0.27332040667533875,0.2510246
pydata__xarray-3151,-1.9084750413894653,0.27500224
pydata__xarray-3305,-1.600138545036316,0.19935687
pydata__xarray-3677,-2.9041614532470703,0.3345843
pydata__xarray-3993,0.9230649471282959,0.17667644
pydata__xarray-4075,-4.190540790557861,0.42190906
pydata__xarray-4094,0.30860623717308044,0.23018387
pydata__xarray-4356,-2.937589168548584,0.3670923
pydata__xarray-4629,-5.150522232055664,0.5023873
pydata__xarray-4687,1.878627061843872,0.23873766
pydata__xarray-4695,0.6440887451171875,0.21203122
pydata__xarray-4966,-2.4051673412323,0.27855733
pydata__xarray-6461,-1.6772209405899048,0.242874
pydata__xarray-6599,1.3502130508422852,0.27652413
pydata__xarray-6721,0.3319222927093506,0.2249661
pydata__xarray-6744,0.11427640914916992,0.18457581
pydata__xarray-6938,3.27547550201416,0.25787222
pydata__xarray-6992,10.772950172424316,2.8227265
pydata__xarray-7229,11.545924186706543,0.96119857
pydata__xarray-7233,-2.416612148284912,0.2682325
pydata__xarray-7393,0.36616548895835876,0.19807586
pylint-dev__pylint-4551,10.516406059265137,1.9880654
pylint-dev__pylint-4604,10.92579174041748,2.6243613
pylint-dev__pylint-4661,10.75887393951416,2.3577313
pylint-dev__pylint-4970,2.3784735202789307,0.20048715
pylint-dev__pylint-6386,1.6644095182418823,0.20128405
pylint-dev__pylint-6528,0.6218151450157166,0.22334713
pylint-dev__pylint-6903,-5.7778449058532715,0.60438716
pylint-dev__pylint-7080,2.421316623687744,0.2371819
pylint-dev__pylint-7277,-2.016957998275757,0.26243064
pylint-dev__pylint-8898,3.730090379714966,0.29586747
pytest-dev__pytest-10051,1.3667035102844238,0.2220241
pytest-dev__pytest-10081,-1.2147274017333984,0.2760131
pytest-dev__pytest-10356,5.539002895355225,0.68140805
pytest-dev__pytest-5262,-1.1405929327011108,0.21677706
pytest-dev__pytest-5631,-1.28043532371521,0.25455937
pytest-dev__pytest-5787,1.8485115766525269,0.24947101
pytest-dev__pytest-5809,-5.487773418426514,0.6695056
pytest-dev__pytest-5840,5.574223518371582,0.4686448
pytest-dev__pytest-6197,2.0865747928619385,0.29120505
pytest-dev__pytest-6202,-4.6608662605285645,0.5529956
pytest-dev__pytest-7205,-0.8705904483795166,0.2510479
pytest-dev__pytest-7236,-0.7407265305519104,0.25917038
pytest-dev__pytest-7324,1.3681044578552246,0.1896753
pytest-dev__pytest-7432,-1.3319135904312134,0.18128544
pytest-dev__pytest-7490,0.3075163960456848,0.24649657
pytest-dev__pytest-7521,-0.7566496133804321,0.23642486
pytest-dev__pytest-7571,-2.3329458236694336,0.27211636
pytest-dev__pytest-7982,-3.523376941680908,0.36366218
pytest-dev__pytest-8399,-4.236708164215088,0.45487794
scikit-learn__scikit-learn-10297,-4.050770282745361,0.3551738
scikit-learn__scikit-learn-10844,-5.959056854248047,0.79810214
scikit-learn__scikit-learn-10908,0.05124294385313988,0.2276107
scikit-learn__scikit-learn-11310,-2.609248638153076,0.31859306
scikit-learn__scikit-learn-11578,-3.9051690101623535,0.3012345
scikit-learn__scikit-learn-12585,-5.524016380310059,0.69605714
scikit-learn__scikit-learn-12682,-0.005614328198134899,0.19834746
scikit-learn__scikit-learn-12973,-1.1944671869277954,0.24358591
scikit-learn__scikit-learn-13124,0.202227383852005,0.27055573
scikit-learn__scikit-learn-13135,-2.0889031887054443,0.26037508
scikit-learn__scikit-learn-13142,-1.7652511596679688,0.26784977
scikit-learn__scikit-learn-13328,-3.2624826431274414,0.339209
scikit-learn__scikit-learn-13439,-3.69675612449646,0.40610793
scikit-learn__scikit-learn-13496,-2.655834913253784,0.27222416
scikit-learn__scikit-learn-13779,-2.8665480613708496,0.32544485
scikit-learn__scikit-learn-14053,-2.32723331451416,0.2745471
scikit-learn__scikit-learn-14087,0.42252516746520996,0.22622523
scikit-learn__scikit-learn-14141,-4.200808525085449,0.47935447
scikit-learn__scikit-learn-14496,-5.185972690582275,0.6246313
scikit-learn__scikit-learn-14629,2.8050453662872314,0.26821968
scikit-learn__scikit-learn-14710,-1.8726755380630493,0.2467853
scikit-learn__scikit-learn-14894,-4.584474563598633,0.50675607
scikit-learn__scikit-learn-14983,1.0649460554122925,0.24598753
scikit-learn__scikit-learn-15100,-3.779168128967285,0.5470256
scikit-learn__scikit-learn-25102,1.4138178825378418,0.19665045
scikit-learn__scikit-learn-25232,-1.427424669265747,0.21164511
scikit-learn__scikit-learn-25747,3.2407305240631104,0.24746257
scikit-learn__scikit-learn-25931,-1.2579771280288696,0.23800686
scikit-learn__scikit-learn-25973,-1.0024547576904297,0.21326675
scikit-learn__scikit-learn-26194,5.361794948577881,0.5867955
scikit-learn__scikit-learn-26323,-2.241445302963257,0.25436866
scikit-learn__scikit-learn-9288,-1.6389200687408447,0.25292364
sphinx-doc__sphinx-10323,0.6213716864585876,0.21011873
sphinx-doc__sphinx-10435,5.068782806396484,0.72430384
sphinx-doc__sphinx-10449,0.1473592221736908,0.19504502
sphinx-doc__sphinx-10466,-1.575966477394104,0.2536611
sphinx-doc__sphinx-10614,5.786310195922852,0.71953475
sphinx-doc__sphinx-10673,-0.16490939259529114,0.19311374
sphinx-doc__sphinx-11445,0.5831299424171448,0.19251862
sphinx-doc__sphinx-11510,11.370039939880371,0.9209971
sphinx-doc__sphinx-7440,-0.9921838641166687,0.27724367
sphinx-doc__sphinx-7454,0.6433827877044678,0.22832182
sphinx-doc__sphinx-7462,10.680234909057617,2.3993027
sphinx-doc__sphinx-7590,6.639122486114502,0.60717434
sphinx-doc__sphinx-7748,10.847745895385742,1.7579613
sphinx-doc__sphinx-7757,0.11652795225381851,0.22359014
sphinx-doc__sphinx-7889,-1.1284284591674805,0.22372185
sphinx-doc__sphinx-7910,-0.6079259514808655,0.23154968
sphinx-doc__sphinx-7985,4.716792106628418,0.48669615
sphinx-doc__sphinx-8035,-0.3757700026035309,0.18443392
sphinx-doc__sphinx-8056,2.6052210330963135,0.23601007
sphinx-doc__sphinx-8120,-0.7675008773803711,0.21435224
sphinx-doc__sphinx-8265,3.1419763565063477,0.31271833
sphinx-doc__sphinx-8269,-1.0817570686340332,0.2173543
sphinx-doc__sphinx-8459,0.088372603058815,0.20136073
sphinx-doc__sphinx-8475,-1.2924296855926514,0.24525802
sphinx-doc__sphinx-8548,3.3281450271606445,0.29632208
sphinx-doc__sphinx-8551,1.0321612358093262,0.20658673
sphinx-doc__sphinx-8593,0.600702166557312,0.21705149
sphinx-doc__sphinx-8595,-1.528628945350647,0.2639977
sphinx-doc__sphinx-8621,1.1631920337677002,0.19350217
sphinx-doc__sphinx-8638,3.2926037311553955,0.29406336
sphinx-doc__sphinx-8721,-2.6210803985595703,0.28978932
sphinx-doc__sphinx-9229,6.504453182220459,1.0547954
sphinx-doc__sphinx-9230,1.481929063796997,0.19222891
sphinx-doc__sphinx-9258,1.243131160736084,0.21701519
sphinx-doc__sphinx-9281,-0.7418295741081238,0.20476387
sphinx-doc__sphinx-9320,-2.972550630569458,0.37821448
sphinx-doc__sphinx-9367,-2.9414072036743164,0.27035984
sphinx-doc__sphinx-9461,6.608555316925049,1.0490931
sphinx-doc__sphinx-9591,1.6282981634140015,0.23119795
sphinx-doc__sphinx-9602,4.13001823425293,0.49753913
sphinx-doc__sphinx-9658,1.4702743291854858,0.2600774
sphinx-doc__sphinx-9673,-0.1973280906677246,0.19690236
sphinx-doc__sphinx-9698,-1.9050830602645874,0.27173775
sphinx-doc__sphinx-9711,-1.777464509010315,0.29344988
sympy__sympy-11618,-2.2415761947631836,0.30725598
sympy__sympy-12096,-3.501072883605957,0.43160766
sympy__sympy-12419,0.07482543587684631,0.23155788
sympy__sympy-12481,-1.0770713090896606,0.21135098
sympy__sympy-12489,2.8589062690734863,0.31198508
sympy__sympy-13031,1.6772847175598145,0.23135461
sympy__sympy-13091,2.423757791519165,0.25342876
sympy__sympy-13372,-2.163022041320801,0.23348504
sympy__sympy-13480,-4.312522888183594,0.5032959
sympy__sympy-13551,1.0486375093460083,0.22575776
sympy__sympy-13615,1.0583152770996094,0.19470653
sympy__sympy-13647,-2.4386963844299316,0.29378462
sympy__sympy-13757,0.342044472694397,0.2246349
sympy__sympy-13798,4.055761337280273,0.32861245
sympy__sympy-13852,10.9490327835083,2.5623624
sympy__sympy-13877,1.670716643333435,0.2680628
sympy__sympy-13878,0.1167740747332573,0.17082089
sympy__sympy-13974,2.801011562347412,0.29434898
sympy__sympy-14248,4.059045791625977,0.38163605
sympy__sympy-14531,-0.5618541240692139,0.21981765
sympy__sympy-14711,-2.4461669921875,0.28021193
sympy__sympy-14976,0.3799368739128113,0.22805442
sympy__sympy-15017,0.7497836351394653,0.2056585
sympy__sympy-15345,0.4824245274066925,0.22508214
sympy__sympy-15349,-1.4555045366287231,0.23852414
sympy__sympy-15599,2.200420379638672,0.30584198
sympy__sympy-15809,-0.7300629615783691,0.23814802
sympy__sympy-15875,0.1646629124879837,0.18823536
sympy__sympy-15976,2.235870599746704,0.23967531
sympy__sympy-16450,-2.2086281776428223,0.2697456
sympy__sympy-16597,10.743278503417969,2.7508147
sympy__sympy-16766,-3.7007179260253906,0.4195308
sympy__sympy-16792,-0.06962703168392181,0.23583862
sympy__sympy-16886,-3.6693854331970215,0.3230821
sympy__sympy-17139,-0.7498303055763245,0.21083975
sympy__sympy-17318,3.4969491958618164,0.36658975
sympy__sympy-17630,5.8376078605651855,0.69797754
sympy__sympy-17655,-0.9388758540153503,0.20764144
sympy__sympy-18189,-1.3806984424591064,0.27295178
sympy__sympy-18199,6.374867916107178,1.0543644
sympy__sympy-18211,0.6340189576148987,0.2036591
sympy__sympy-18698,1.8211240768432617,0.2090149
sympy__sympy-18763,0.7895169854164124,0.24503367
sympy__sympy-19040,2.3934166431427,0.29611415
sympy__sympy-19346,-2.0435543060302734,0.2845678
sympy__sympy-19495,0.23485232889652252,0.18903485
sympy__sympy-19637,-3.2290544509887695,0.3521194
sympy__sympy-19783,0.44755420088768005,0.2773715
sympy__sympy-19954,-1.8475614786148071,0.23200074
sympy__sympy-20154,-2.0676937103271484,0.20915496
sympy__sympy-20428,11.23448657989502,1.0780711
sympy__sympy-20438,10.818049430847168,2.0797389
sympy__sympy-20590,0.3384220600128174,0.23740363
sympy__sympy-20801,-0.8415170907974243,0.2856227
sympy__sympy-20916,4.458307266235352,0.36573783
sympy__sympy-21379,0.735623836517334,0.20900416
sympy__sympy-21596,6.4557294845581055,0.6861809
sympy__sympy-21612,4.009162902832031,0.4546914
sympy__sympy-21847,-2.8193750381469727,0.33912405
sympy__sympy-21930,10.882814407348633,0.6392344
sympy__sympy-22080,5.7127909660339355,0.7785022
sympy__sympy-22456,-1.367736577987671,0.23216593
sympy__sympy-22714,-2.0733609199523926,0.23088533
sympy__sympy-22914,-3.304626941680908,0.35567087
sympy__sympy-23262,-1.0309832096099854,0.23763609
sympy__sympy-23413,2.628214120864868,0.28848082
sympy__sympy-23534,-1.7109524011611938,0.29061776
sympy__sympy-23824,-2.358555316925049,0.29356802
sympy__sympy-23950,-0.7457197904586792,0.2415308
sympy__sympy-24066,-1.513243556022644,0.25462055
sympy__sympy-24213,-4.052034854888916,0.48874345
sympy__sympy-24443,-2.855830669403076,0.34747165
sympy__sympy-24539,-3.6420156955718994,0.37484148
sympy__sympy-24562,0.7925699949264526,0.23826621
sympy__sympy-24661,-1.797317624092102,0.25670227
